country_name,region_code,indicator_name,year,current_value,previous_year_value,net_change
Qatar,MEA,GDP per Capita Growth (%),2021,13.36,-8.92,22.29
Qatar,MEA,GDP per Capita Growth (%),2020,-8.92,-1.52,-7.4
Qatar,MEA,GDP per Capita Growth (%),2019,-1.52,-0.13,-1.39
Qatar,MEA,GDP per Capita Growth (%),2018,-0.13,-4.16,4.02
Qatar,MEA,GDP per Capita Growth (%),2017,-4.16,-2.45,-1.7
Qatar,MEA,GDP per Capita Growth (%),2016,-2.45,-3.86,1.41
Qatar,MEA,GDP per Capita Growth (%),2015,-3.86,-6.19,2.32
Qatar,MEA,GDP per Capita Growth (%),2014,-6.19,-5.13,-1.06
Qatar,MEA,GDP per Capita Growth (%),2013,-5.13,,
Qatar,MEA,Internet Penetration (%),2023,99.65,99.65,0.0
Qatar,MEA,Internet Penetration (%),2022,99.65,99.65,0.0
Qatar,MEA,Internet Penetration (%),2021,99.65,99.65,0.0
Qatar,MEA,Internet Penetration (%),2020,99.65,99.65,0.0
Qatar,MEA,Internet Penetration (%),2019,99.65,99.65,0.0
Qatar,MEA,Internet Penetration (%),2018,99.65,97.39,2.26
Qatar,MEA,Internet Penetration (%),2017,97.39,95.12,2.26
Qatar,MEA,Internet Penetration (%),2016,95.12,92.88,2.24
Qatar,MEA,Internet Penetration (%),2015,92.88,91.49,1.39
Qatar,MEA,Internet Penetration (%),2014,91.49,85.3,6.19
Qatar,MEA,Internet Penetration (%),2013,85.3,,
Saudi Arabia,MEA,Female Labor Force Participation (%),2023,34.28,34.1,0.18
Saudi Arabia,MEA,Female Labor Force Participation (%),2022,34.1,34.22,-0.12
Saudi Arabia,MEA,Female Labor Force Participation (%),2021,34.22,29.31,4.91
Saudi Arabia,MEA,Female Labor Force Participation (%),2020,29.31,24.36,4.94
Saudi Arabia,MEA,Female Labor Force Participation (%),2019,24.36,21.82,2.54
Saudi Arabia,MEA,Female Labor Force Participation (%),2018,21.82,19.86,1.97
Saudi Arabia,MEA,Female Labor Force Participation (%),2017,19.86,22.87,-3.01
Saudi Arabia,MEA,Female Labor Force Participation (%),2016,22.87,21.64,1.23
Saudi Arabia,MEA,Female Labor Force Participation (%),2015,21.64,20.28,1.36
Saudi Arabia,MEA,Female Labor Force Participation (%),2014,20.28,19.82,0.46
Saudi Arabia,MEA,Female Labor Force Participation (%),2013,19.82,,
Saudi Arabia,MEA,GDP per Capita Growth (%),2023,-4.01,7.16,-11.17
Saudi Arabia,MEA,GDP per Capita Growth (%),2022,7.16,9.18,-2.02
Saudi Arabia,MEA,GDP per Capita Growth (%),2021,9.18,-8.34,17.52
Saudi Arabia,MEA,GDP per Capita Growth (%),2020,-8.34,2.1,-10.44
Saudi Arabia,MEA,GDP per Capita Growth (%),2019,2.1,5.9,-3.8
Saudi Arabia,MEA,GDP per Capita Growth (%),2018,5.9,1.11,4.79
Saudi Arabia,MEA,GDP per Capita Growth (%),2017,1.11,-2.03,3.14
Saudi Arabia,MEA,GDP per Capita Growth (%),2016,-2.03,-0.63,-1.4
Saudi Arabia,MEA,GDP per Capita Growth (%),2015,-0.63,1.51,-2.14
Saudi Arabia,MEA,GDP per Capita Growth (%),2014,1.51,-2.48,3.98
Saudi Arabia,MEA,GDP per Capita Growth (%),2013,-2.48,,
Saudi Arabia,MEA,Internet Penetration (%),2023,100.0,100.0,0.0
Saudi Arabia,MEA,Internet Penetration (%),2022,100.0,100.0,0.0
Saudi Arabia,MEA,Internet Penetration (%),2021,100.0,97.86,2.14
Saudi Arabia,MEA,Internet Penetration (%),2020,97.86,95.72,2.14
Saudi Arabia,MEA,Internet Penetration (%),2019,95.72,93.31,2.41
Saudi Arabia,MEA,Internet Penetration (%),2018,93.31,94.18,-0.87
Saudi Arabia,MEA,Internet Penetration (%),2017,94.18,74.88,19.3
Saudi Arabia,MEA,Internet Penetration (%),2016,74.88,69.62,5.26
Saudi Arabia,MEA,Internet Penetration (%),2015,69.62,64.71,4.9
Saudi Arabia,MEA,Internet Penetration (%),2014,64.71,60.5,4.21
Saudi Arabia,MEA,Internet Penetration (%),2013,60.5,,
Sudan,SSF,Female Labor Force Participation (%),2022,14.45,15.81,-1.36
Sudan,SSF,Female Labor Force Participation (%),2021,15.81,17.01,-1.2
Sudan,SSF,Female Labor Force Participation (%),2020,17.01,18.47,-1.46
Sudan,SSF,Female Labor Force Participation (%),2019,18.47,19.7,-1.24
Sudan,SSF,Female Labor Force Participation (%),2018,19.7,20.9,-1.2
Sudan,SSF,Female Labor Force Participation (%),2017,20.9,22.09,-1.19
Sudan,SSF,Female Labor Force Participation (%),2016,22.09,23.3,-1.22
Sudan,SSF,Female Labor Force Participation (%),2015,23.3,24.52,-1.21
Sudan,SSF,Female Labor Force Participation (%),2014,24.52,25.75,-1.23
Sudan,SSF,Female Labor Force Participation (%),2013,25.75,,
Sudan,SSF,GDP per Capita Growth (%),2023,-30.36,-3.6,-26.77
Sudan,SSF,GDP per Capita Growth (%),2022,-3.6,-4.48,0.88
Sudan,SSF,GDP per Capita Growth (%),2021,-4.48,-6.19,1.71
Sudan,SSF,GDP per Capita Growth (%),2020,-6.19,-5.01,-1.18
Sudan,SSF,GDP per Capita Growth (%),2019,-5.01,-6.02,1.01
Sudan,SSF,GDP per Capita Growth (%),2018,-6.02,-2.72,-3.3
Sudan,SSF,GDP per Capita Growth (%),2017,-2.72,0.37,-3.09
Sudan,SSF,GDP per Capita Growth (%),2016,0.37,-1.15,1.52
Sudan,SSF,GDP per Capita Growth (%),2015,-1.15,1.86,-3.01
Sudan,SSF,GDP per Capita Growth (%),2014,1.86,-0.37,2.24
Sudan,SSF,GDP per Capita Growth (%),2013,-0.37,,
Sudan,SSF,Internet Penetration (%),2020,26.44,25.9,0.54
Sudan,SSF,Internet Penetration (%),2019,25.9,24.6,1.3
Sudan,SSF,Internet Penetration (%),2018,24.6,18.6,6.0
Sudan,SSF,Internet Penetration (%),2017,18.6,14.1,4.5
Sudan,SSF,Internet Penetration (%),2016,14.1,,
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2023,12.88,13.02,-0.14
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2022,13.02,12.82,0.2
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2021,12.82,12.67,0.16
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2020,12.67,13.39,-0.72
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2019,13.39,13.14,0.25
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2018,13.14,12.94,0.2
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2017,12.94,12.8,0.14
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2016,12.8,12.73,0.07
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2015,12.73,12.81,-0.08
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2014,12.81,13.03,-0.22
Syrian Arab Republic,MEA,Female Labor Force Participation (%),2013,13.03,,
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2022,-3.0,-0.87,-2.13
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2021,-0.87,-3.98,3.11
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2020,-3.98,-2.64,-1.34
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2019,-2.64,-0.44,-2.2
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2018,-0.44,-0.88,0.45
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2017,-0.88,-5.28,4.4
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2016,-5.28,0.01,-5.29
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2015,0.01,-4.15,4.16
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2014,-4.15,-22.58,18.44
Syrian Arab Republic,MEA,GDP per Capita Growth (%),2013,-22.58,,
Syrian Arab Republic,MEA,Internet Penetration (%),2019,34.65,33.77,0.88
Syrian Arab Republic,MEA,Internet Penetration (%),2018,33.77,32.7,1.07
Syrian Arab Republic,MEA,Internet Penetration (%),2017,32.7,31.87,0.83
Syrian Arab Republic,MEA,Internet Penetration (%),2016,31.87,29.98,1.89
Syrian Arab Republic,MEA,Internet Penetration (%),2015,29.98,28.09,1.89
Syrian Arab Republic,MEA,Internet Penetration (%),2014,28.09,26.2,1.89
Syrian Arab Republic,MEA,Internet Penetration (%),2013,26.2,,
Tunisia,MEA,Female Labor Force Participation (%),2023,26.78,27.52,-0.74
Tunisia,MEA,Female Labor Force Participation (%),2022,27.52,26.7,0.82
Tunisia,MEA,Female Labor Force Participation (%),2021,26.7,26.27,0.42
Tunisia,MEA,Female Labor Force Participation (%),2020,26.27,28.27,-2.0
Tunisia,MEA,Female Labor Force Participation (%),2019,28.27,27.38,0.89
Tunisia,MEA,Female Labor Force Participation (%),2018,27.38,26.48,0.91
Tunisia,MEA,Female Labor Force Participation (%),2017,26.48,26.65,-0.17
Tunisia,MEA,Female Labor Force Participation (%),2016,26.65,26.07,0.57
Tunisia,MEA,Female Labor Force Participation (%),2015,26.07,25.73,0.34
Tunisia,MEA,Female Labor Force Participation (%),2014,25.73,25.45,0.29
Tunisia,MEA,Female Labor Force Participation (%),2013,25.45,,
Tunisia,MEA,GDP per Capita Growth (%),2023,-0.48,2.15,-2.63
Tunisia,MEA,GDP per Capita Growth (%),2022,2.15,4.09,-1.94
Tunisia,MEA,GDP per Capita Growth (%),2021,4.09,-9.73,13.82
Tunisia,MEA,GDP per Capita Growth (%),2020,-9.73,0.61,-10.34
Tunisia,MEA,GDP per Capita Growth (%),2019,0.61,1.6,-0.99
Tunisia,MEA,GDP per Capita Growth (%),2018,1.6,1.18,0.42
Tunisia,MEA,GDP per Capita Growth (%),2017,1.18,0.01,1.17
Tunisia,MEA,GDP per Capita Growth (%),2016,0.01,-0.17,0.17
Tunisia,MEA,GDP per Capita Growth (%),2015,-0.17,1.87,-2.04
Tunisia,MEA,GDP per Capita Growth (%),2014,1.87,1.22,0.66
Tunisia,MEA,GDP per Capita Growth (%),2013,1.22,,
Tunisia,MEA,Internet Penetration (%),2023,72.35,70.55,1.8
Tunisia,MEA,Internet Penetration (%),2022,70.55,68.32,2.24
Tunisia,MEA,Internet Penetration (%),2021,68.32,68.56,-0.24
Tunisia,MEA,Internet Penetration (%),2020,68.56,66.7,1.86
Tunisia,MEA,Internet Penetration (%),2019,66.7,64.19,2.51
Tunisia,MEA,Internet Penetration (%),2018,64.19,55.5,8.69
Tunisia,MEA,Internet Penetration (%),2017,55.5,49.6,5.9
Tunisia,MEA,Internet Penetration (%),2016,49.6,46.5,3.1
Tunisia,MEA,Internet Penetration (%),2015,46.5,46.16,0.34
Tunisia,MEA,Internet Penetration (%),2014,46.16,43.8,2.36
Tunisia,MEA,Internet Penetration (%),2013,43.8,,
United Arab Emirates,MEA,Female Labor Force Participation (%),2023,52.35,53.06,-0.71
United Arab Emirates,MEA,Female Labor Force Participation (%),2022,53.06,50.45,2.61
United Arab Emirates,MEA,Female Labor Force Participation (%),2021,50.45,58.18,-7.73
United Arab Emirates,MEA,Female Labor Force Participation (%),2020,58.18,54.38,3.8
United Arab Emirates,MEA,Female Labor Force Participation (%),2019,54.38,51.31,3.07
United Arab Emirates,MEA,Female Labor Force Participation (%),2018,51.31,50.93,0.39
United Arab Emirates,MEA,Female Labor Force Participation (%),2017,50.93,49.23,1.7
United Arab Emirates,MEA,Female Labor Force Participation (%),2016,49.23,48.18,1.05
United Arab Emirates,MEA,Female Labor Force Participation (%),2015,48.18,47.13,1.05
United Arab Emirates,MEA,Female Labor Force Participation (%),2014,47.13,46.06,1.07
United Arab Emirates,MEA,Female Labor Force Participation (%),2013,46.06,,
United Arab Emirates,MEA,GDP per Capita Growth (%),2023,0.23,2.18,-1.95
United Arab Emirates,MEA,GDP per Capita Growth (%),2022,2.18,2.65,-0.47
United Arab Emirates,MEA,GDP per Capita Growth (%),2021,2.65,-8.26,10.91
United Arab Emirates,MEA,GDP per Capita Growth (%),2020,-8.26,0.21,-8.47
United Arab Emirates,MEA,GDP per Capita Growth (%),2019,0.21,0.2,0.01
United Arab Emirates,MEA,GDP per Capita Growth (%),2018,0.2,-4.15,4.35
United Arab Emirates,MEA,GDP per Capita Growth (%),2017,-4.15,0.57,-4.73
United Arab Emirates,MEA,GDP per Capita Growth (%),2016,0.57,1.47,-0.9
United Arab Emirates,MEA,GDP per Capita Growth (%),2015,1.47,-0.12,1.6
United Arab Emirates,MEA,GDP per Capita Growth (%),2014,-0.12,0.81,-0.93
United Arab Emirates,MEA,GDP per Capita Growth (%),2013,0.81,,
United Arab Emirates,MEA,Internet Penetration (%),2023,100.0,100.0,0.0
United Arab Emirates,MEA,Internet Penetration (%),2022,100.0,100.0,0.0
United Arab Emirates,MEA,Internet Penetration (%),2021,100.0,100.0,0.0
United Arab Emirates,MEA,Internet Penetration (%),2020,100.0,99.15,0.85
United Arab Emirates,MEA,Internet Penetration (%),2019,99.15,98.45,0.7
United Arab Emirates,MEA,Internet Penetration (%),2018,98.45,94.82,3.63
United Arab Emirates,MEA,Internet Penetration (%),2017,94.82,90.6,4.22
United Arab Emirates,MEA,Internet Penetration (%),2016,90.6,90.5,0.1
United Arab Emirates,MEA,Internet Penetration (%),2015,90.5,90.4,0.1
United Arab Emirates,MEA,Internet Penetration (%),2014,90.4,88.0,2.4
United Arab Emirates,MEA,Internet Penetration (%),2013,88.0,,
West Bank and Gaza,MEA,Female Labor Force Participation (%),2022,18.93,17.55,1.39
West Bank and Gaza,MEA,Female Labor Force Participation (%),2021,17.55,16.43,1.11
West Bank and Gaza,MEA,Female Labor Force Participation (%),2020,16.43,18.38,-1.95
West Bank and Gaza,MEA,Female Labor Force Participation (%),2019,18.38,17.66,0.72
West Bank and Gaza,MEA,Female Labor Force Participation (%),2018,17.66,17.66,0.0
West Bank and Gaza,MEA,Female Labor Force Participation (%),2017,17.66,17.43,0.23
West Bank and Gaza,MEA,Female Labor Force Participation (%),2016,17.43,18.0,-0.56
West Bank and Gaza,MEA,Female Labor Force Participation (%),2015,18.0,16.56,1.44
West Bank and Gaza,MEA,Female Labor Force Participation (%),2014,16.56,15.83,0.73
West Bank and Gaza,MEA,Female Labor Force Participation (%),2013,15.83,,
West Bank and Gaza,MEA,GDP per Capita Growth (%),2023,-6.81,1.59,-8.4
West Bank and Gaza,MEA,GDP per Capita Growth (%),2022,1.59,4.41,-2.83
West Bank and Gaza,MEA,GDP per Capita Growth (%),2021,4.41,-13.5,17.91
West Bank and Gaza,MEA,GDP per Capita Growth (%),2020,-13.5,-1.15,-12.34
West Bank and Gaza,MEA,GDP per Capita Growth (%),2019,-1.15,-1.3,0.15
West Bank and Gaza,MEA,GDP per Capita Growth (%),2018,-1.3,-0.58,-0.73
West Bank and Gaza,MEA,GDP per Capita Growth (%),2017,-0.58,6.45,-7.02
West Bank and Gaza,MEA,GDP per Capita Growth (%),2016,6.45,1.37,5.07
West Bank and Gaza,MEA,GDP per Capita Growth (%),2015,1.37,-2.47,3.84
West Bank and Gaza,MEA,GDP per Capita Growth (%),2014,-2.47,2.21,-4.69
West Bank and Gaza,MEA,GDP per Capita Growth (%),2013,2.21,,
West Bank and Gaza,MEA,Internet Penetration (%),2023,86.64,88.65,-2.01
West Bank and Gaza,MEA,Internet Penetration (%),2022,88.65,82.18,6.47
West Bank and Gaza,MEA,Internet Penetration (%),2021,82.18,76.01,6.17
West Bank and Gaza,MEA,Internet Penetration (%),2020,76.01,70.62,5.39
West Bank and Gaza,MEA,Internet Penetration (%),2019,70.62,64.4,6.22
West Bank and Gaza,MEA,Internet Penetration (%),2018,64.4,63.3,1.1
West Bank and Gaza,MEA,Internet Penetration (%),2017,63.3,59.9,3.4
West Bank and Gaza,MEA,Internet Penetration (%),2016,59.9,56.7,3.2
West Bank and Gaza,MEA,Internet Penetration (%),2015,56.7,53.67,3.03
West Bank and Gaza,MEA,Internet Penetration (%),2014,53.67,46.6,7.07
West Bank and Gaza,MEA,Internet Penetration (%),2013,46.6,,
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2023,4.75,4.8,-0.05
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2022,4.8,4.88,-0.07
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2021,4.88,4.9,-0.02
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2020,4.9,4.94,-0.04
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2019,4.94,4.99,-0.05
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2018,4.99,5.04,-0.05
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2017,5.04,5.12,-0.08
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2016,5.12,5.21,-0.09
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2015,5.21,6.01,-0.8
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2014,6.01,6.82,-0.8
"Yemen, Rep.",MEA,Female Labor Force Participation (%),2013,6.82,,
"Yemen, Rep.",MEA,GDP per Capita Growth (%),2018,-2.19,-7.89,5.7
"Yemen, Rep.",MEA,GDP per Capita Growth (%),2017,-7.89,-12.06,4.17
"Yemen, Rep.",MEA,GDP per Capita Growth (%),2016,-12.06,-30.15,18.1
"Yemen, Rep.",MEA,GDP per Capita Growth (%),2015,-30.15,-3.2,-26.95
"Yemen, Rep.",MEA,GDP per Capita Growth (%),2014,-3.2,1.68,-4.88
"Yemen, Rep.",MEA,GDP per Capita Growth (%),2013,1.68,,
"Yemen, Rep.",MEA,Internet Penetration (%),2020,13.82,26.72,-12.9
"Yemen, Rep.",MEA,Internet Penetration (%),2017,26.72,24.58,2.14
"Yemen, Rep.",MEA,Internet Penetration (%),2016,24.58,24.09,0.49
"Yemen, Rep.",MEA,Internet Penetration (%),2015,24.09,22.55,1.54
"Yemen, Rep.",MEA,Internet Penetration (%),2014,22.55,20.0,2.55
"Yemen, Rep.",MEA,Internet Penetration (%),2013,20.0,,
